image,label
ISIC_0069546,2
ISIC_0024514,2
ISIC_0061409,2
ISIC_0024664,2
ISIC_0053762,3
ISIC_0067741,2
ISIC_0014637_downsampled,5
ISIC_0025966,2
ISIC_0026402,2
ISIC_0065233,2
ISIC_0032402,2
ISIC_0056269,1
ISIC_0028758,2
ISIC_0032307,3
ISIC_0054137,4
ISIC_0030669,2
ISIC_0024405,2
ISIC_0059868,2
ISIC_0012237_downsampled,5
ISIC_0025349,2
ISIC_0066938,8
ISIC_0015255_downsampled,2
ISIC_0055527,1
ISIC_0072919,7
ISIC_0072738,1
ISIC_0025459,2
ISIC_0057753,1
ISIC_0057739,4
ISIC_0058687,3
ISIC_0030994,2
ISIC_0053684,8
ISIC_0069067,2
ISIC_0073063,3
ISIC_0055748,3
ISIC_0062236,3
ISIC_0012151_downsampled,1
ISIC_0072123,2
ISIC_0065274,2
ISIC_0029687,5
ISIC_0026355,2
ISIC_0033109,2
ISIC_0065178,3
ISIC_0028191,2
ISIC_0057964,2
ISIC_0024951,1
ISIC_0068153,1
ISIC_0031902,2
ISIC_0060684,3
ISIC_0065501,2
ISIC_0065940,2
ISIC_0010081,1
ISIC_0027225,2
ISIC_0030359,2
ISIC_0072887,1
ISIC_0027910,2
ISIC_0029076,2
ISIC_0066178,5
ISIC_0063944,6
ISIC_0031675,2
ISIC_0025531,1
ISIC_0029729,2
ISIC_0070843,3
ISIC_0060386,1
ISIC_0027248,2
ISIC_0062984,3
ISIC_0057126,4
ISIC_0033502,2
ISIC_0028947,2
ISIC_0071840,2
ISIC_0031997,2
ISIC_0015961_downsampled,2
ISIC_0072594,1
ISIC_0033611,1
ISIC_0033528,5
ISIC_0058842,3
ISIC_0033567,2
ISIC_0012739_downsampled,2
ISIC_0024935,2
ISIC_0029833,2
ISIC_0053529,2
ISIC_0033004,1
ISIC_0033116,2
ISIC_0062590,5
ISIC_0013155_downsampled,2
ISIC_0030326,2
ISIC_0031755,2
ISIC_0033938,1
ISIC_0033857,2
ISIC_0053544,2
ISIC_0028789,2
ISIC_0064048,2
ISIC_0059552,2
ISIC_0031177,1
ISIC_0064181,2
ISIC_0029265,1
ISIC_0033731,2
ISIC_0028560,5
ISIC_0029325,2
ISIC_0065491,8
ISIC_0066563,4
ISIC_0061879,5
ISIC_0031993,4
ISIC_0055781,1
ISIC_0014661_downsampled,2
ISIC_0015250_downsampled,2
ISIC_0031897,5
ISIC_0059214,2
ISIC_0031835,2
ISIC_0029071,2
ISIC_0031610,2
ISIC_0067492,3
ISIC_0013492_downsampled,2
ISIC_0061085,1
ISIC_0056787,8
ISIC_0029759,2
ISIC_0025515,5
ISIC_0070229,2
ISIC_0067286,3
ISIC_0063608,2
ISIC_0057008,2
ISIC_0012187_downsampled,2
ISIC_0066872,5
ISIC_0027156,2
ISIC_0030379,2
ISIC_0030195,2
ISIC_0027060,1
ISIC_0066009,3
ISIC_0059985,4
ISIC_0030763,2
ISIC_0054402,3
ISIC_0033565,7
ISIC_0010586,2
ISIC_0029394,5
ISIC_0030288,2
ISIC_0060628,2
ISIC_0026862,2
ISIC_0059717,3
ISIC_0058752,2
ISIC_0025631,2
ISIC_0029735,2
ISIC_0055266,3
ISIC_0055689,4
ISIC_0024943,5
ISIC_0068228,2
ISIC_0033044,2
ISIC_0069753,1
ISIC_0072352,4
ISIC_0064055,3
ISIC_0028973,3
ISIC_0061924,5
ISIC_0014157_downsampled,1
ISIC_0028236,5
ISIC_0033839,2
ISIC_0062037,1
ISIC_0030080,1
ISIC_0013414_downsampled,1
ISIC_0027870,2
ISIC_0024345,3
ISIC_0067015,2
ISIC_0014605_downsampled,5
ISIC_0033595,1
ISIC_0026085,5
ISIC_0025729,2
ISIC_0072809,3
ISIC_0010380,1
ISIC_0058198,2
ISIC_0028926,6
ISIC_0033106,2
ISIC_0070689,1
ISIC_0055664,2
ISIC_0007087_downsampled,2
ISIC_0062737,3
ISIC_0028559,2
ISIC_0014094_downsampled,2
ISIC_0054620,2
ISIC_0028411,5
ISIC_0028732,2
ISIC_0058712,2
ISIC_0062845,3
ISIC_0015331_downsampled,2
ISIC_0029731,5
ISIC_0025401,2
ISIC_0014694_downsampled,2
ISIC_0033755,2
ISIC_0028302,2
ISIC_0032202,2
ISIC_0033038,1
ISIC_0028919,2
ISIC_0014501_downsampled,1
ISIC_0031838,2
ISIC_0012434_downsampled,1
ISIC_0064468,2
ISIC_0027312,2
ISIC_0059917,3
ISIC_0057090,3
ISIC_0028314,4
ISIC_0025562,2
ISIC_0030743,2
ISIC_0009895,2
ISIC_0013090_downsampled,2
ISIC_0061022,3
ISIC_0063086,2
ISIC_0055554,3
ISIC_0026315,2
ISIC_0026423,2
ISIC_0024743,3
ISIC_0011345,2
ISIC_0057725,1
ISIC_0012726_downsampled,2
ISIC_0059771,3
ISIC_0057840,2
ISIC_0054226,1
ISIC_0032362,2
ISIC_0067114,2
ISIC_0026560,2
ISIC_0027384,2
ISIC_0033524,1
ISIC_0027084,8
ISIC_0013836_downsampled,2
ISIC_0068379,2
ISIC_0069168,3
ISIC_0061174,3
ISIC_0029768,2
ISIC_0000060_downsampled,2
ISIC_0058146,2
ISIC_0027419,5
ISIC_0065640,2
ISIC_0027565,2
ISIC_0024781,2
ISIC_0058630,1
ISIC_0067160,1
ISIC_0071730,3
ISIC_0031881,2
ISIC_0062812,2
ISIC_0054259,4
ISIC_0025120,2
ISIC_0028115,2
ISIC_0065942,3
ISIC_0034167,5
ISIC_0013203_downsampled,5
ISIC_0072111,1
ISIC_0072869,8
ISIC_0031738,8
ISIC_0065211,5
ISIC_0063565,2
ISIC_0013897_downsampled,2
ISIC_0057293,5
ISIC_0010569,2
ISIC_0071171,2
ISIC_0064109,3
ISIC_0030954,3
ISIC_0032549,2
ISIC_0009998,2
ISIC_0064522,8
ISIC_0056396,3
ISIC_0031258,3
ISIC_0030068,2
ISIC_0027571,2
ISIC_0026047,2
ISIC_0057095,2
ISIC_0058586,2
ISIC_0055660,1
ISIC_0032560,2
ISIC_0072506,3
ISIC_0030243,2
ISIC_0024731,2
ISIC_0033382,2
ISIC_0000322,2
ISIC_0061020,3
ISIC_0064544,3
ISIC_0067772,3
ISIC_0070465,1
ISIC_0028447,2
ISIC_0055686,4
ISIC_0058252,3
ISIC_0064831,2
ISIC_0033681,2
ISIC_0071885,3
ISIC_0027593,2
ISIC_0030319,5
ISIC_0060711,8
ISIC_0055374,4
ISIC_0028659,8
ISIC_0064711,3
ISIC_0012888_downsampled,2
ISIC_0009872,2
ISIC_0028221,2
ISIC_0029162,2
ISIC_0054732,2
ISIC_0071718,2
ISIC_0031921,2
ISIC_0029812,2
ISIC_0033392,1
ISIC_0057503,3
ISIC_0071111,1
ISIC_0065882,2
ISIC_0072575,2
ISIC_0064687,5
ISIC_0027057,3
ISIC_0071558,1
ISIC_0067692,5
ISIC_0058746,2
ISIC_0060530,2
ISIC_0024694,2
ISIC_0034081,2
ISIC_0070746,2
ISIC_0072054,5
ISIC_0055311,1
ISIC_0057576,5
ISIC_0054896,2
ISIC_0070300,5
ISIC_0066963,2
ISIC_0070561,1
ISIC_0010207,1
ISIC_0013890_downsampled,5
ISIC_0024675,1
ISIC_0010216,2
ISIC_0027784,2
ISIC_0024979,2
ISIC_0054747,1
ISIC_0066688,8
ISIC_0067609,2
ISIC_0067637,2
ISIC_0027046,3
ISIC_0031951,5
ISIC_0030344,4
ISIC_0031419,2
ISIC_0031096,2
ISIC_0053643,2
ISIC_0058218,1
ISIC_0061864,3
ISIC_0066989,5
ISIC_0069941,2
ISIC_0062419,2
ISIC_0062394,2
ISIC_0033597,2
ISIC_0031070,2
ISIC_0061258,2
ISIC_0032518,2
ISIC_0068001,2
ISIC_0027972,2
ISIC_0066641,2
ISIC_0029928,2
ISIC_0067284,1
ISIC_0053572,2
ISIC_0000352,2
ISIC_0054851,1
ISIC_0031829,2
ISIC_0071149,2
ISIC_0025340,2
ISIC_0059912,3
ISIC_0065145,2
ISIC_0029416,2
ISIC_0067165,2
ISIC_0028817,2
ISIC_0054263,2
ISIC_0014178_downsampled,2
ISIC_0025904,1
ISIC_0026911,2
ISIC_0065668,1
ISIC_0015309_downsampled,2
ISIC_0055324,2
ISIC_0000111_downsampled,2
ISIC_0065561,3
ISIC_0063961,1
ISIC_0059241,3
ISIC_0025462,2
ISIC_0056167,1
ISIC_0059616,5
ISIC_0063594,2
ISIC_0013830_downsampled,2
ISIC_0031363,2
ISIC_0028003,1
ISIC_0071671,4
ISIC_0064721,1
ISIC_0072107,4
ISIC_0025476,2
ISIC_0069824,2
ISIC_0064953,7
ISIC_0058072,2
ISIC_0067067,2
ISIC_0069066,3
ISIC_0067767,1
ISIC_0065468,1
ISIC_0026329,2
ISIC_0027973,5
ISIC_0013455_downsampled,1
ISIC_0027188,6
ISIC_0002616_downsampled,2
ISIC_0031154,3
ISIC_0029339,2
ISIC_0063662,3
ISIC_0065009,2
ISIC_0068656,2
ISIC_0070688,5
ISIC_0062863,2
ISIC_0010089,1
ISIC_0012715_downsampled,1
ISIC_0069261,3
ISIC_0026324,3
ISIC_0054241,3
ISIC_0014489_downsampled,1
ISIC_0061067,1
ISIC_0033011,2
ISIC_0034109,2
ISIC_0064025,5
ISIC_0064698,2
ISIC_0072676,4
ISIC_0069868,3
ISIC_0071669,4
ISIC_0033288,2
ISIC_0025146,2
ISIC_0067480,6
ISIC_0066646,5
ISIC_0071425,6
ISIC_0028408,2
ISIC_0029169,2
ISIC_0027917,2
ISIC_0071955,3
ISIC_0033754,1
ISIC_0013073_downsampled,1
ISIC_0028647,2
ISIC_0063338,3
ISIC_0069076,1
ISIC_0071078,2
ISIC_0030539,1
ISIC_0028726,2
ISIC_0014897_downsampled,1
ISIC_0012261_downsampled,2
ISIC_0061189,1
ISIC_0070887,2
ISIC_0028609,2
ISIC_0069686,2
ISIC_0054978,6
ISIC_0058073,2
ISIC_0026161,2
ISIC_0061114,5
ISIC_0024311,2
ISIC_0066992,1
ISIC_0015119_downsampled,1
ISIC_0060972,1
ISIC_0068933,3
ISIC_0031227,2
ISIC_0056982,2
ISIC_0033915,2
ISIC_0030278,2
ISIC_0015603_downsampled,2
ISIC_0024579,8
ISIC_0071190,5
ISIC_0065862,5
ISIC_0057687,1
ISIC_0013982_downsampled,2
ISIC_0032025,2
ISIC_0031309,6
ISIC_0059865,3
ISIC_0024777,2
ISIC_0033824,2
ISIC_0071376,2
ISIC_0060742,2
ISIC_0070997,3
ISIC_0057646,5
ISIC_0054083,2
ISIC_0058169,3
ISIC_0067373,2
ISIC_0069831,3
ISIC_0033612,1
ISIC_0067265,3
ISIC_0054075,3
ISIC_0027280,2
ISIC_0033649,2
ISIC_0028097,2
ISIC_0010553,2
ISIC_0054480,2
ISIC_0071673,1
ISIC_0026415,2
ISIC_0026869,2
ISIC_0013738_downsampled,2
ISIC_0030895,2
ISIC_0072902,2
ISIC_0068607,4
ISIC_0015984_downsampled,2
ISIC_0031063,3
ISIC_0029950,2
ISIC_0067519,4
ISIC_0071515,3
ISIC_0061304,2
ISIC_0072802,2
ISIC_0002093_downsampled,2
ISIC_0062579,2
ISIC_0026746,1
ISIC_0058392,3
ISIC_0071199,3
ISIC_0062842,2
ISIC_0010086,2
ISIC_0054977,3
ISIC_0012291_downsampled,5
ISIC_0000451_downsampled,2
ISIC_0015312_downsampled,2
ISIC_0063153,1
ISIC_0033084,8
ISIC_0030770,7
ISIC_0060088,2
ISIC_0025512,1
ISIC_0031990,2
ISIC_0063755,2
ISIC_0069853,5
ISIC_0033002,2
ISIC_0030891,2
ISIC_0058526,1
ISIC_0030322,2
ISIC_0063546,3
ISIC_0031962,2
ISIC_0028341,2
ISIC_0026851,2
ISIC_0033039,2
ISIC_0069439,2
ISIC_0069460,4
ISIC_0062298,1
ISIC_0058261,5
ISIC_0066921,1
ISIC_0031147,2
ISIC_0055868,2
ISIC_0030784,1
ISIC_0033563,2
ISIC_0071159,2
ISIC_0027079,2
ISIC_0054711,2
ISIC_0057038,4
ISIC_0029465,2
ISIC_0027101,1
ISIC_0030265,2
ISIC_0065342,2
ISIC_0053839,1
ISIC_0027732,2
ISIC_0071497,2
ISIC_0029955,2
ISIC_0069322,8
ISIC_0060717,1
ISIC_0060105,5
ISIC_0025382,2
ISIC_0030143,4
ISIC_0066439,2
ISIC_0062634,3
ISIC_0061673,2
ISIC_0030254,2
ISIC_0071998,6
ISIC_0026543,2
ISIC_0065835,3
ISIC_0033490,5
ISIC_0069413,2
ISIC_0028035,3
ISIC_0057279,3
ISIC_0030431,2
ISIC_0068209,1
ISIC_0058242,4
ISIC_0030840,2
ISIC_0063001,5
ISIC_0055107,8
ISIC_0024548,2
ISIC_0058651,3
ISIC_0027647,2
ISIC_0030969,2
ISIC_0001374_downsampled,2
ISIC_0060171,2
ISIC_0069592,1
ISIC_0056372,3
ISIC_0012378_downsampled,2
ISIC_0032146,3
ISIC_0071362,2
ISIC_0012318_downsampled,2
ISIC_0068497,2
ISIC_0010576,1
ISIC_0063784,2
ISIC_0024326,2
ISIC_0059454,2
ISIC_0063514,3
ISIC_0060153,1
ISIC_0065665,3
ISIC_0068504,5
ISIC_0061647,1
ISIC_0015950_downsampled,2
ISIC_0034244,2
ISIC_0058351,2
ISIC_0029165,2
ISIC_0069087,1
ISIC_0033192,1
ISIC_0061778,3
ISIC_0067656,2
ISIC_0031604,2
ISIC_0012961_downsampled,2
ISIC_0028497,5
ISIC_0068415,3
ISIC_0029991,5
ISIC_0026645,8
ISIC_0009938,2
ISIC_0065724,4
ISIC_0031778,1
ISIC_0053648,3
ISIC_0028359,2
ISIC_0063880,2
ISIC_0070699,2
ISIC_0026455,2
ISIC_0062353,2
ISIC_0063818,5
ISIC_0070513,2
ISIC_0000541,2
ISIC_0029389,2
ISIC_0025634,2
ISIC_0033020,3
ISIC_0055612,2
ISIC_0067597,1
ISIC_0067430,2
ISIC_0060875,5
ISIC_0029918,2
ISIC_0060665,1
ISIC_0065142,1
ISIC_0025261,2
ISIC_0013176_downsampled,2
ISIC_0061243,8
ISIC_0010863,1
ISIC_0029874,2
ISIC_0026754,1
ISIC_0024473,2
ISIC_0062648,2
ISIC_0071787,7
ISIC_0031894,2
ISIC_0025658,2
ISIC_0034101,1
ISIC_0000408_downsampled,2
ISIC_0025454,5
ISIC_0071155,7
ISIC_0072668,2
ISIC_0015144_downsampled,2
ISIC_0061697,3
ISIC_0067063,3
ISIC_0033028,2
ISIC_0067638,3
ISIC_0067005,1
ISIC_0028939,2
ISIC_0059405,8
ISIC_0029604,2
ISIC_0068848,6
ISIC_0030552,1
ISIC_0072262,5
ISIC_0053753,2
ISIC_0065830,3
ISIC_0027485,2
ISIC_0028892,2
ISIC_0033835,2
ISIC_0027988,2
ISIC_0000436_downsampled,2
ISIC_0031128,2
ISIC_0000015,2
ISIC_0054209,4
ISIC_0056631,3
ISIC_0027107,6
ISIC_0030997,2
ISIC_0054227,3
ISIC_0064128,3
ISIC_0059503,2
ISIC_0012450_downsampled,1
ISIC_0058661,2
ISIC_0032775,7
ISIC_0028419,3
ISIC_0069265,4
ISIC_0059352,2
ISIC_0060663,8
ISIC_0027874,2
ISIC_0031777,2
ISIC_0032070,1
ISIC_0068792,3
ISIC_0063321,2
ISIC_0058097,1
ISIC_0061702,2
ISIC_0053783,2
ISIC_0072872,1
ISIC_0061818,2
ISIC_0061300,1
ISIC_0067687,2
ISIC_0067052,8
ISIC_0062261,8
ISIC_0000034_downsampled,2
ISIC_0029657,2
ISIC_0027776,1
ISIC_0013925_downsampled,1
ISIC_0027018,5
ISIC_0014687_downsampled,2
ISIC_0028446,2
ISIC_0062279,2
ISIC_0070120,1
ISIC_0065047,3
ISIC_0032525,2
ISIC_0015189_downsampled,1
ISIC_0054115,2
ISIC_0026278,2
ISIC_0061704,3
ISIC_0029695,2
ISIC_0029674,5
ISIC_0062310,2
ISIC_0030189,5
ISIC_0056556,3
ISIC_0000439_downsampled,2
ISIC_0062241,1
ISIC_0071106,2
ISIC_0055941,2
ISIC_0067780,3
ISIC_0031669,2
ISIC_0063819,1
ISIC_0060255,2
ISIC_0057170,3
ISIC_0032407,2
ISIC_0059929,1
ISIC_0067345,3
ISIC_0027646,2
ISIC_0068814,2
ISIC_0026723,2
ISIC_0055108,3
ISIC_0000085_downsampled,2
ISIC_0031505,2
ISIC_0013595_downsampled,2
ISIC_0010169,2
ISIC_0026704,5
ISIC_0063626,2
ISIC_0028452,2
ISIC_0054749,2
ISIC_0069312,5
ISIC_0027750,2
ISIC_0065396,1
ISIC_0069253,1
ISIC_0030099,2
ISIC_0054833,5
ISIC_0061589,5
ISIC_0068420,1
ISIC_0028893,2
ISIC_0061706,2
ISIC_0033351,2
ISIC_0063821,2
ISIC_0057025,1
ISIC_0055620,2
ISIC_0062225,3
ISIC_0056665,8
ISIC_0067922,2
ISIC_0062126,5
ISIC_0028537,1
ISIC_0032079,1
ISIC_0034019,2
ISIC_0070654,2
ISIC_0054148,2
ISIC_0065637,3
ISIC_0064733,2
ISIC_0064033,1
ISIC_0029409,2
ISIC_0062205,2
ISIC_0068000,1
ISIC_0070357,2
ISIC_0028761,2
ISIC_0065206,1
ISIC_0026578,2
ISIC_0013411_downsampled,1
ISIC_0066034,2
ISIC_0054973,1
ISIC_0058556,3
ISIC_0028853,2
ISIC_0058674,2
ISIC_0012527_downsampled,5
ISIC_0070825,3
ISIC_0071397,3
ISIC_0028150,2
ISIC_0033344,1
ISIC_0033365,2
ISIC_0028694,2
ISIC_0069051,2
ISIC_0070462,4
ISIC_0054684,3
ISIC_0071796,2
ISIC_0069027,4
ISIC_0028584,1
ISIC_0069475,1
ISIC_0063971,1
ISIC_0068915,3
ISIC_0072810,3
ISIC_0032769,2
ISIC_0033998,2
ISIC_0071896,2
ISIC_0032075,2
ISIC_0010581,2
ISIC_0068778,1
ISIC_0072318,3
ISIC_0024381,5
ISIC_0062417,2
ISIC_0025233,2
ISIC_0025513,3
ISIC_0067868,8
ISIC_0059815,3
ISIC_0028153,2
ISIC_0011315,1
ISIC_0028398,2
ISIC_0070208,2
ISIC_0059742,3
ISIC_0029153,2
ISIC_0059738,1
ISIC_0026057,2
ISIC_0067859,2
ISIC_0054107,2
ISIC_0000395_downsampled,1
ISIC_0024776,2
ISIC_0028690,2
ISIC_0064511,5
ISIC_0067818,3
ISIC_0066876,2
ISIC_0070955,2
ISIC_0058101,5
ISIC_0060309,3
ISIC_0067390,2
ISIC_0069266,8
ISIC_0029755,3
ISIC_0000374,2
ISIC_0012945_downsampled,2
ISIC_0054777,1
ISIC_0013248_downsampled,2
ISIC_0054274,1
ISIC_0053857,6
ISIC_0030829,2
ISIC_0000049_downsampled,1
ISIC_0065662,3
ISIC_0069284,5
ISIC_0031865,2
ISIC_0069106,2
ISIC_0071735,2
ISIC_0033085,2
ISIC_0030724,2
ISIC_0062254,2
ISIC_0013867_downsampled,1
ISIC_0027331,2
ISIC_0034137,2
ISIC_0056116,2
ISIC_0032548,2
ISIC_0032274,2
ISIC_0061783,2
ISIC_0060288,3
ISIC_0062300,5
ISIC_0071541,1
ISIC_0027492,2
ISIC_0024600,2
ISIC_0062163,1
ISIC_0072994,3
ISIC_0064582,8
ISIC_0032363,2
ISIC_0000071,2
ISIC_0028976,2
ISIC_0062927,3
ISIC_0070743,1
ISIC_0028216,2
ISIC_0055317,1
ISIC_0031760,2
ISIC_0033096,2
ISIC_0055260,4
ISIC_0024682,2
ISIC_0062197,2
ISIC_0062104,4
ISIC_0031260,2
ISIC_0058520,3
ISIC_0029055,2
ISIC_0032893,2
ISIC_0034284,1
ISIC_0027295,5
ISIC_0062072,2
ISIC_0056250,2
ISIC_0007788_downsampled,2
ISIC_0068232,4
ISIC_0053675,2
ISIC_0014434_downsampled,1
ISIC_0069800,2
ISIC_0015110_downsampled,1
ISIC_0064266,1
ISIC_0033981,1
ISIC_0054191,3
ISIC_0066678,1
ISIC_0069023,3
ISIC_0032470,2
ISIC_0030575,1
ISIC_0062679,2
ISIC_0055536,2
ISIC_0058893,8
ISIC_0014567_downsampled,5
ISIC_0029345,5
ISIC_0062709,1
ISIC_0000329,2
ISIC_0025804,5
ISIC_0028760,1
ISIC_0069830,2
ISIC_0055820,1
ISIC_0033185,5
ISIC_0028520,1
ISIC_0031057,3
ISIC_0016000_downsampled,2
ISIC_0054691,1
ISIC_0053735,3
ISIC_0000520_downsampled,1
ISIC_0056044,1
ISIC_0000012,2
ISIC_0024882,2
ISIC_0066349,2
ISIC_0068072,4
ISIC_0026760,3
ISIC_0071762,4
ISIC_0030566,2
ISIC_0030345,2
ISIC_0026976,1
ISIC_0029352,3
ISIC_0060124,2
ISIC_0055860,2
ISIC_0025228,2
ISIC_0064308,2
ISIC_0024737,2
ISIC_0031278,2
ISIC_0057089,1
ISIC_0032536,3
ISIC_0027634,2
ISIC_0072115,2
ISIC_0068450,3
ISIC_0066154,1
ISIC_0057055,2
ISIC_0010171,1
ISIC_0072440,1
ISIC_0062202,2
ISIC_0073200,3
ISIC_0068079,5
ISIC_0055881,2
ISIC_0028069,1
ISIC_0034220,2
ISIC_0066085,1
ISIC_0068061,2
ISIC_0030885,2
ISIC_0028888,2
ISIC_0029425,5
ISIC_0010043,2
ISIC_0061651,2
ISIC_0028391,2
ISIC_0058666,1
ISIC_0025240,2
ISIC_0071867,3
ISIC_0030402,2
ISIC_0031924,2
ISIC_0063061,1
ISIC_0063950,1
ISIC_0066836,2
ISIC_0062309,5
ISIC_0024967,1
ISIC_0058900,3
ISIC_0033761,5
ISIC_0061936,1
ISIC_0012469_downsampled,5
ISIC_0014979_downsampled,1
ISIC_0029965,2
ISIC_0031930,2
ISIC_0067672,2
ISIC_0034263,1
ISIC_0060713,1
ISIC_0028669,2
ISIC_0070113,7
ISIC_0027170,2
ISIC_0063681,2
ISIC_0065838,8
ISIC_0033156,5
ISIC_0054811,5
ISIC_0057266,3
ISIC_0028721,2
ISIC_0028628,5
ISIC_0069184,3
ISIC_0032017,1
ISIC_0058866,1
ISIC_0057104,3
ISIC_0000089_downsampled,2
ISIC_0033269,1
ISIC_0058255,1
ISIC_0026692,2
ISIC_0026634,5
ISIC_0009953,2
ISIC_0058774,3
ISIC_0027656,2
ISIC_0070024,2
ISIC_0027013,2
ISIC_0015109_downsampled,1
ISIC_0025617,3
ISIC_0055621,2
ISIC_0033880,2
ISIC_0026426,2
ISIC_0034216,1
ISIC_0028056,1
ISIC_0026214,2
ISIC_0072283,2
ISIC_0029404,7
ISIC_0028591,2
ISIC_0073144,2
ISIC_0070719,8
ISIC_0027663,1
ISIC_0027441,2
ISIC_0030006,2
ISIC_0025028,2
ISIC_0065235,1
ISIC_0029089,1
ISIC_0032323,2
ISIC_0071099,3
ISIC_0072914,3
ISIC_0004166_downsampled,2
ISIC_0026044,5
ISIC_0064298,1
ISIC_0009083_downsampled,2
ISIC_0057092,2
ISIC_0062208,1
ISIC_0070150,3
ISIC_0056733,2
ISIC_0065116,3
ISIC_0030986,8
ISIC_0064760,8
ISIC_0031749,3
ISIC_0068601,2
ISIC_0059678,5
ISIC_0064752,1
ISIC_0027744,3
ISIC_0066489,3
ISIC_0068740,2
ISIC_0033900,5
ISIC_0060225,1
ISIC_0011336,2
ISIC_0025782,2
ISIC_0012148_downsampled,2
ISIC_0030652,2
ISIC_0027157,2
ISIC_0068621,2
ISIC_0032691,2
ISIC_0060468,2
ISIC_0069015,5
ISIC_0026180,2
ISIC_0029505,5
ISIC_0029197,2
ISIC_0057338,1
ISIC_0032257,2
ISIC_0033147,2
ISIC_0054886,1
ISIC_0024468,4
ISIC_0059108,4
ISIC_0055351,3
ISIC_0026730,2
ISIC_0055323,3
ISIC_0029342,3
ISIC_0055464,1
ISIC_0000176_downsampled,1
ISIC_0062141,1
ISIC_0027112,2
ISIC_0065743,3
ISIC_0024369,2
ISIC_0065517,2
ISIC_0071767,1
ISIC_0058524,5
ISIC_0030392,2
ISIC_0033922,2
ISIC_0066204,1
ISIC_0066390,1
ISIC_0028330,2
ISIC_0025118,2
ISIC_0031537,5
ISIC_0055136,1
ISIC_0026177,2
ISIC_0072916,3
ISIC_0064472,1
ISIC_0015176_downsampled,2
ISIC_0033308,2
ISIC_0053630,2
ISIC_0011322,2
ISIC_0061491,1
ISIC_0031345,5
ISIC_0070815,1
ISIC_0072473,1
ISIC_0025439,1
ISIC_0029723,2
ISIC_0058913,2
ISIC_0033638,1
ISIC_0031908,1
ISIC_0031491,2
ISIC_0066492,1
ISIC_0057161,3
ISIC_0068361,5
ISIC_0030881,2
ISIC_0060039,2
ISIC_0056247,1
ISIC_0033974,2
ISIC_0033371,2
ISIC_0026341,2
ISIC_0033433,2
ISIC_0030358,2
ISIC_0072393,1
ISIC_0032236,2
ISIC_0056117,2
ISIC_0069090,2
ISIC_0054939,3
ISIC_0029072,2
ISIC_0030736,2
ISIC_0070714,3
ISIC_0068881,1
ISIC_0069560,2
ISIC_0064763,2
ISIC_0028260,2
ISIC_0027036,2
ISIC_0025343,2
ISIC_0012238_downsampled,5
ISIC_0028102,2
ISIC_0068864,2
ISIC_0027242,2
ISIC_0063035,2
ISIC_0069696,3
ISIC_0024742,2
ISIC_0056297,3
ISIC_0054802,1
ISIC_0028364,2
ISIC_0070966,3
ISIC_0072876,1
ISIC_0015254_downsampled,2
ISIC_0069300,3
ISIC_0063180,1
ISIC_0013501_downsampled,1
ISIC_0026077,2
ISIC_0031845,2
ISIC_0028776,2
ISIC_0058499,2
ISIC_0031107,2
ISIC_0059535,5
ISIC_0059388,3
ISIC_0031566,2
ISIC_0058815,5
ISIC_0063808,3
ISIC_0067491,5
ISIC_0067334,2
ISIC_0068373,3
ISIC_0069392,2
ISIC_0068633,1
ISIC_0062608,4
ISIC_0024995,2
ISIC_0071616,2
ISIC_0014177_downsampled,5
ISIC_0028322,2
ISIC_0011120,2
ISIC_0062792,1
ISIC_0028182,2
ISIC_0032967,5
ISIC_0071697,2
ISIC_0067738,2
ISIC_0027385,7
ISIC_0033240,1
ISIC_0068978,5
ISIC_0027396,2
ISIC_0031824,3
ISIC_0072257,5
ISIC_0031763,2
ISIC_0072881,2
ISIC_0034225,2
ISIC_0065713,2
ISIC_0061918,1
ISIC_0056749,1
ISIC_0066115,3
ISIC_0054063,3
ISIC_0030257,2
ISIC_0063107,4
ISIC_0032334,2
ISIC_0060414,3
ISIC_0055309,1
ISIC_0025967,2
ISIC_0063269,3
ISIC_0060951,2
ISIC_0066968,2
ISIC_0032895,2
ISIC_0029633,2
ISIC_0065389,5
ISIC_0029613,5
ISIC_0011200,2
ISIC_0053530,2
ISIC_0060673,3
ISIC_0068619,2
ISIC_0061979,3
ISIC_0030577,2
ISIC_0068426,5
ISIC_0059604,2
ISIC_0014473_downsampled,2
ISIC_0057409,3
ISIC_0057259,2
ISIC_0061388,8
ISIC_0055194,3
ISIC_0024942,2
ISIC_0065465,2
ISIC_0061221,2
ISIC_0064347,8
ISIC_0015226_downsampled,2
ISIC_0068422,5
ISIC_0064864,3
ISIC_0053810,1
ISIC_0032559,1
ISIC_0060501,2
ISIC_0029727,2
ISIC_0032977,2
ISIC_0073205,5
ISIC_0024787,3
ISIC_0061307,4
ISIC_0027124,2
ISIC_0069226,2
ISIC_0012206_downsampled,2
ISIC_0059082,1
ISIC_0028995,5
ISIC_0010488,2
ISIC_0031916,2
ISIC_0012232_downsampled,2
ISIC_0028597,2
ISIC_0061646,5
ISIC_0063316,2
ISIC_0070539,3
ISIC_0066965,3
ISIC_0055400,4
ISIC_0072195,1
ISIC_0059448,1
ISIC_0026714,5
ISIC_0027606,5
ISIC_0059110,5
ISIC_0058972,8
ISIC_0072708,8
ISIC_0031711,1
ISIC_0030188,5
ISIC_0026675,5
ISIC_0066854,1
ISIC_0027483,2
